96																			
LV	STR	Dex	CON	WIS	INT	CHA	기본 HP	기본 MP	기본 SP	기본 AC	기본 AR	기본 DR	FIRE	WATER	EARTH	AIR	MAGIC	최소 데미지	최대 데미지
63 	176.00 	157.00 	115.00 	233.00 	272.00 	41.00 	920 	1255 	845 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
64 	180.00 	161.00 	118.00 	239.00 	278.00 	42.00 	944 	1287 	867 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
65 	184.00 	164.00 	120.00 	244.00 	284.00 	42.00 	960 	1314 	883 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
66 	188.00 	168.00 	123.00 	249.00 	290.00 	43.00 	984 	1341 	905 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
67 	192.00 	171.00 	125.00 	254.00 	297.00 	43.00 	1000 	1368 	921 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
68 	196.00 	175.00 	128.00 	260.00 	303.00 	44.00 	1024 	1400 	942 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
69 	200.00 	178.00 	130.00 	265.00 	309.00 	44.00 	1040 	1427 	958 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
70 	204.00 	182.00 	133.00 	270.00 	315.00 	45.00 	1064 	1454 	980 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
71 	209.00 	186.00 	136.00 	276.00 	321.00 	45.00 	1088 	1486 	1002 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
72 	213.00 	189.00 	138.00 	281.00 	328.00 	46.00 	1104 	1513 	1018 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
73 	217.00 	193.00 	141.00 	287.00 	334.00 	46.00 	1128 	1545 	1039 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
74 	221.00 	197.00 	144.00 	292.00 	341.00 	47.00 	1152 	1572 	1061 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
75 	225.00 	201.00 	146.00 	298.00 	347.00 	47.00 	1168 	1605 	1082 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
76 	230.00 	204.00 	149.00 	303.00 	354.00 	48.00 	1192 	1632 	1098 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
77 	234.00 	208.00 	152.00 	309.00 	360.00 	48.00 	1216 	1664 	1120 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
78 	238.00 	212.00 	154.00 	314.00 	367.00 	49.00 	1232 	1691 	1142 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
79 	243.00 	216.00 	157.00 	320.00 	373.00 	49.00 	1256 	1723 	1163 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
80 	247.00 	220.00 	160.00 	326.00 	380.00 	50.00 	1280 	1755 	1185 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
81 	251.00 	224.00 	163.00 	332.00 	387.00 	50.00 	1304 	1788 	1206 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
82 	256.00 	228.00 	165.00 	337.00 	394.00 	51.00 	1320 	1815 	1228 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
83 	260.00 	232.00 	168.00 	343.00 	400.00 	51.00 	1344 	1847 	1249 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
84 	265.00 	235.00 	171.00 	349.00 	407.00 	52.00 	1368 	1879 	1265 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
85 	269.00 	239.00 	174.00 	355.00 	414.00 	52.00 	1392 	1912 	1287 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
86 	274.00 	243.00 	177.00 	361.00 	421.00 	53.00 	1416 	1944 	1308 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
87 	278.00 	248.00 	180.00 	367.00 	428.00 	53.00 	1440 	1976 	1335 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
88 	283.00 	252.00 	183.00 	373.00 	435.00 	54.00 	1464 	2008 	1357 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
89 	288.00 	256.00 	185.00 	379.00 	442.00 	54.00 	1480 	2041 	1378 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
90 	292.00 	260.00 	188.00 	385.00 	449.00 	55.00 	1504 	2073 	1400 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
91 	297.00 	264.00 	191.00 	391.00 	456.00 	55.00 	1528 	2105 	1422 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
92 	302.00 	268.00 	194.00 	397.00 	463.00 	56.00 	1552 	2138 	1443 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
93 	306.00 	272.00 	197.00 	403.00 	470.00 	56.00 	1576 	2170 	1465 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
94 	311.00 	276.00 	200.00 	409.00 	477.00 	57.00 	1600 	2202 	1486 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
95 	316.00 	281.00 	203.00 	415.00 	485.00 	57.00 	1624 	2235 	1513 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
96 	321.00 	285.00 	206.00 	422.00 	492.00 	58.00 	1648 	2272 	1535 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
97 	325.00 	289.00 	209.00 	428.00 	499.00 	58.00 	1672 	2305 	1556 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
98 	330.00 	293.00 	212.00 	434.00 	507.00 	59.00 	1696 	2337 	1578 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
99 	335.00 	298.00 	215.00 	441.00 	514.00 	59.00 	1720 	2375 	1605 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
100 	340.00 	302.00 	218.00 	447.00 	521.00 	60.00 	1744 	2407 	1626 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
460																			
LV	STR	Dex	CON	WIS	INT	CHA	기본 HP	기본 MP	기본 SP	기본 AC	기본 AR	기본 DR	FIRE	WATER	EARTH	AIR	MAGIC	최소 데미지	최대 데미지
1 	13.00 	18.00 	10.00 	8.00 	7.00 	10.00 	80 	43 	97 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
2 	14.00 	19.00 	11.00 	8.00 	8.00 	11.00 	88 	43 	102 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
3 	15.00 	20.00 	11.00 	9.00 	8.00 	11.00 	88 	48 	108 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
4 	16.00 	21.00 	12.00 	9.00 	9.00 	12.00 	96 	48 	113 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
5 	17.00 	23.00 	13.00 	10.00 	10.00 	12.00 	104 	54 	124 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
6 	18.00 	24.00 	14.00 	11.00 	10.00 	13.00 	112 	59 	129 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
7 	19.00 	26.00 	15.00 	11.00 	11.00 	13.00 	120 	59 	140 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
8 	21.00 	27.00 	16.00 	12.00 	12.00 	14.00 	128 	65 	145 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
9 	22.00 	29.00 	17.00 	13.00 	13.00 	14.00 	136 	70 	156 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
10 	24.00 	31.00 	19.00 	13.00 	14.00 	15.00 	152 	70 	167 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
11 	25.00 	33.00 	20.00 	14.00 	15.00 	15.00 	160 	75 	178 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
12 	27.00 	35.00 	21.00 	15.00 	16.00 	16.00 	168 	81 	188 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
13 	29.00 	37.00 	23.00 	16.00 	17.00 	16.00 	184 	86 	199 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
14 	31.00 	39.00 	24.00 	17.00 	19.00 	17.00 	192 	92 	210 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
15 	33.00 	41.00 	26.00 	18.00 	20.00 	17.00 	208 	97 	221 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
16 	35.00 	43.00 	27.00 	19.00 	21.00 	18.00 	216 	102 	232 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
17 	37.00 	46.00 	29.00 	20.00 	22.00 	18.00 	232 	108 	248 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
18 	39.00 	48.00 	30.00 	21.00 	24.00 	19.00 	240 	113 	258 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
19 	41.00 	51.00 	32.00 	22.00 	25.00 	19.00 	256 	118 	275 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
20 	43.00 	53.00 	34.00 	23.00 	27.00 	20.00 	272 	124 	285 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
21 	45.00 	56.00 	35.00 	24.00 	28.00 	20.00 	280 	129 	302 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
22 	48.00 	59.00 	37.00 	25.00 	30.00 	21.00 	296 	135 	318 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
23 	50.00 	61.00 	39.00 	26.00 	31.00 	21.00 	312 	140 	328 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
24 	52.00 	64.00 	41.00 	27.00 	33.00 	22.00 	328 	145 	345 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
25 	55.00 	67.00 	43.00 	28.00 	34.00 	22.00 	344 	151 	361 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
26 	57.00 	70.00 	45.00 	30.00 	36.00 	23.00 	360 	162 	377 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
27 	60.00 	73.00 	47.00 	31.00 	38.00 	23.00 	376 	167 	393 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
28 	62.00 	76.00 	49.00 	32.00 	39.00 	24.00 	392 	172 	409 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
29 	65.00 	79.00 	51.00 	33.00 	41.00 	24.00 	408 	178 	425 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
30 	68.00 	82.00 	53.00 	35.00 	43.00 	25.00 	424 	188 	442 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
31 	70.00 	85.00 	55.00 	36.00 	44.00 	25.00 	440 	194 	458 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
32 	73.00 	89.00 	57.00 	37.00 	46.00 	26.00 	456 	199 	479 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
33 	76.00 	92.00 	60.00 	39.00 	48.00 	26.00 	480 	210 	495 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
34 	79.00 	95.00 	62.00 	40.00 	50.00 	27.00 	496 	215 	512 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
35 	81.00 	98.00 	64.00 	42.00 	52.00 	27.00 	512 	226 	528 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
36 	84.00 	102.00 	66.00 	43.00 	54.00 	28.00 	528 	232 	549 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
37 	87.00 	105.00 	69.00 	44.00 	55.00 	28.00 	552 	237 	565 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
38 	90.00 	109.00 	71.00 	46.00 	57.00 	29.00 	568 	248 	587 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
39 	93.00 	112.00 	73.00 	47.00 	59.00 	29.00 	584 	253 	603 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
40 	96.00 	116.00 	76.00 	49.00 	61.00 	30.00 	608 	264 	625 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
41 	99.00 	120.00 	78.00 	50.00 	63.00 	30.00 	624 	269 	646 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
42 	102.00 	123.00 	81.00 	52.00 	65.00 	31.00 	648 	280 	662 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
43 	106.00 	127.00 	83.00 	53.00 	67.00 	31.00 	664 	285 	684 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
44 	109.00 	131.00 	86.00 	55.00 	70.00 	32.00 	688 	296 	705 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
45 	112.00 	134.00 	88.00 	56.00 	72.00 	32.00 	704 	302 	722 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
46 	115.00 	138.00 	91.00 	58.00 	74.00 	33.00 	728 	312 	743 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
47 	118.00 	142.00 	93.00 	60.00 	76.00 	33.00 	744 	323 	765 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
48 	122.00 	146.00 	96.00 	61.00 	78.00 	34.00 	768 	328 	786 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
49 	125.00 	150.00 	99.00 	63.00 	80.00 	34.00 	792 	339 	808 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
50 	129.00 	154.00 	101.00 	65.00 	82.00 	35.00 	808 	350 	829 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
51 	132.00 	158.00 	104.00 	66.00 	85.00 	35.00 	832 	355 	851 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
52 	135.00 	162.00 	107.00 	68.00 	87.00 	36.00 	856 	366 	872 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
53 	139.00 	166.00 	109.00 	70.00 	89.00 	36.00 	872 	377 	894 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
54 	142.00 	170.00 	112.00 	71.00 	91.00 	37.00 	896 	382 	915 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
55 	146.00 	174.00 	115.00 	73.00 	94.00 	37.00 	920 	393 	937 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
56 	149.00 	179.00 	118.00 	75.00 	96.00 	38.00 	944 	404 	964 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
57 	153.00 	183.00 	121.00 	77.00 	98.00 	38.00 	968 	415 	985 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
58 	157.00 	187.00 	123.00 	78.00 	101.00 	39.00 	984 	420 	1007 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
59 	160.00 	191.00 	126.00 	80.00 	103.00 	39.00 	1008 	431 	1028 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
60 	164.00 	196.00 	129.00 	82.00 	106.00 	40.00 	1032 	442 	1055 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
61 	168.00 	200.00 	132.00 	84.00 	108.00 	40.00 	1056 	452 	1077 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
62 	172.00 	205.00 	135.00 	86.00 	111.00 	41.00 	1080 	463 	1104 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
63 	175.00 	209.00 	138.00 	87.00 	113.00 	41.00 	1104 	468 	1125 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
64 	179.00 	213.00 	141.00 	89.00 	115.00 	42.00 	1128 	479 	1147 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
65 	183.00 	218.00 	144.00 	91.00 	118.00 	42.00 	1152 	490 	1174 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
66 	187.00 	223.00 	147.00 	93.00 	120.00 	43.00 	1176 	501 	1201 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
67 	191.00 	227.00 	150.00 	95.00 	123.00 	43.00 	1200 	512 	1222 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
68 	195.00 	232.00 	153.00 	97.00 	126.00 	44.00 	1224 	522 	1249 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
69 	199.00 	236.00 	156.00 	99.00 	128.00 	44.00 	1248 	533 	1271 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
70 	202.00 	241.00 	160.00 	101.00 	131.00 	45.00 	1280 	544 	1298 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
71 	206.00 	246.00 	163.00 	103.00 	133.00 	45.00 	1304 	555 	1325 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
72 	210.00 	250.00 	166.00 	105.00 	136.00 	46.00 	1328 	565 	1346 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
73 	215.00 	255.00 	169.00 	107.00 	139.00 	46.00 	1352 	576 	1373 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
74 	219.00 	260.00 	172.00 	109.00 	141.00 	47.00 	1376 	587 	1400 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
75 	223.00 	265.00 	175.00 	111.00 	144.00 	47.00 	1400 	598 	1427 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
76 	227.00 	270.00 	179.00 	113.00 	147.00 	48.00 	1432 	608 	1454 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
77 	231.00 	275.00 	182.00 	115.00 	149.00 	48.00 	1456 	619 	1481 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
78 	235.00 	279.00 	185.00 	117.00 	152.00 	49.00 	1480 	630 	1502 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
79 	239.00 	284.00 	189.00 	119.00 	155.00 	49.00 	1512 	641 	1529 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
80 	244.00 	289.00 	192.00 	121.00 	158.00 	50.00 	1536 	652 	1556 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
81 	248.00 	294.00 	195.00 	123.00 	160.00 	50.00 	1560 	662 	1583 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
82 	252.00 	299.00 	199.00 	125.00 	163.00 	51.00 	1592 	673 	1610 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
83 	256.00 	304.00 	202.00 	127.00 	166.00 	51.00 	1616 	684 	1637 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
84 	261.00 	310.00 	205.00 	129.00 	169.00 	52.00 	1640 	695 	1669 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
85 	265.00 	315.00 	209.00 	131.00 	172.00 	52.00 	1672 	705 	1696 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
86 	269.00 	320.00 	212.00 	134.00 	174.00 	53.00 	1696 	722 	1723 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
87 	274.00 	325.00 	216.00 	136.00 	177.00 	53.00 	1728 	732 	1750 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
88 	278.00 	330.00 	219.00 	138.00 	180.00 	54.00 	1752 	743 	1777 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
89 	283.00 	335.00 	223.00 	140.00 	183.00 	54.00 	1784 	754 	1804 	6 	0 	0 	0 	0 	0 	0 	0 	0 	0 
90 	287.00 	341.00 	226.00 	142.00 	186.00 	55.00 	1808 	765 	1836 	6 	0 	0 	0 	0 	0 	0 	0 	0 	0 
91 	292.00 	346.00 	230.00 	144.00 	189.00 	55.00 	1840 	775 	1863 	6 	0 	0 	0 	0 	0 	0 	0 	0 	0 
92 	296.00 	351.00 	233.00 	147.00 	192.00 	56.00 	1864 	792 	1890 	6 	0 	0 	0 	0 	0 	0 	0 	0 	0 
93 	301.00 	357.00 	237.00 	149.00 	195.00 	56.00 	1896 	802 	1922 	6 	0 	0 	0 	0 	0 	0 	0 	0 	0 
94 	305.00 	362.00 	241.00 	151.00 	198.00 	57.00 	1928 	813 	1949 	6 	0 	0 	0 	0 	0 	0 	0 	0 	0 
95 	310.00 	367.00 	244.00 	153.00 	201.00 	57.00 	1952 	824 	1976 	6 	0 	0 	0 	0 	0 	0 	0 	0 	0 
96 	314.00 	373.00 	248.00 	156.00 	204.00 	58.00 	1984 	840 	2008 	6 	0 	0 	0 	0 	0 	0 	0 	0 	0 
97 	319.00 	378.00 	252.00 	158.00 	207.00 	58.00 	2016 	851 	2035 	6 	0 	0 	0 	0 	0 	0 	0 	0 	0 
98 	324.00 	384.00 	255.00 	160.00 	210.00 	59.00 	2040 	862 	2068 	6 	0 	0 	0 	0 	0 	0 	0 	0 	0 
99 	328.00 	389.00 	259.00 	162.00 	213.00 	59.00 	2072 	872 	2095 	6 	0 	0 	0 	0 	0 	0 	0 	0 	0 
100 	333.00 	395.00 	263.00 	165.00 	216.00 	60.00 	2104 	888 	2127 	6 	0 	0 	0 	0 	0 	0 	0 	0 	0 
9																			
LV	STR	Dex	CON	WIS	INT	CHA	기본 HP	기본 MP	기본 SP	기본 AC	기본 AR	기본 DR	FIRE	WATER	EARTH	AIR	MAGIC	최소 데미지	최대 데미지
1 	7.00 	8.00 	8.00 	16.00 	17.00 	10.00 	43 	86 	43 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
2 	8.00 	9.00 	9.00 	17.00 	18.00 	11.00 	72 	92 	48 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
3 	8.00 	10.00 	9.00 	18.00 	19.00 	11.00 	72 	97 	54 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
4 	9.00 	10.00 	10.00 	19.00 	20.00 	12.00 	80 	102 	54 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
5 	10.00 	11.00 	10.00 	20.00 	22.00 	12.00 	80 	108 	59 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
6 	11.00 	12.00 	11.00 	21.00 	23.00 	13.00 	88 	113 	65 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
7 	12.00 	14.00 	12.00 	23.00 	25.00 	13.00 	96 	124 	75 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
8 	13.00 	15.00 	13.00 	24.00 	26.00 	14.00 	104 	129 	81 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
9 	14.00 	16.00 	14.00 	26.00 	28.00 	14.00 	112 	140 	86 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
10 	15.00 	17.00 	15.00 	28.00 	30.00 	15.00 	120 	151 	92 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
11 	17.00 	19.00 	16.00 	29.00 	32.00 	15.00 	128 	156 	102 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
12 	18.00 	20.00 	17.00 	31.00 	34.00 	16.00 	136 	167 	108 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
13 	19.00 	22.00 	18.00 	33.00 	36.00 	16.00 	144 	178 	118 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
14 	21.00 	23.00 	19.00 	35.00 	38.00 	17.00 	152 	188 	124 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
15 	22.00 	25.00 	20.00 	37.00 	40.00 	17.00 	160 	199 	135 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
16 	24.00 	27.00 	21.00 	39.00 	43.00 	18.00 	168 	210 	145 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
17 	26.00 	28.00 	22.00 	41.00 	45.00 	18.00 	176 	221 	151 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
18 	27.00 	30.00 	24.00 	43.00 	48.00 	19.00 	192 	232 	162 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
19 	29.00 	32.00 	25.00 	46.00 	50.00 	19.00 	200 	248 	172 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
20 	31.00 	34.00 	26.00 	48.00 	53.00 	20.00 	208 	258 	183 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
21 	32.00 	36.00 	28.00 	50.00 	55.00 	20.00 	224 	269 	194 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
22 	34.00 	38.00 	29.00 	53.00 	58.00 	21.00 	232 	285 	205 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
23 	36.00 	40.00 	31.00 	55.00 	61.00 	21.00 	248 	296 	215 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
24 	38.00 	42.00 	32.00 	58.00 	64.00 	22.00 	256 	312 	226 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
25 	40.00 	44.00 	34.00 	60.00 	67.00 	22.00 	272 	323 	237 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
26 	42.00 	46.00 	35.00 	63.00 	70.00 	23.00 	280 	339 	248 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
27 	44.00 	48.00 	37.00 	66.00 	73.00 	23.00 	296 	355 	258 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
28 	46.00 	51.00 	38.00 	68.00 	76.00 	24.00 	304 	366 	275 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
29 	48.00 	53.00 	40.00 	71.00 	79.00 	24.00 	320 	382 	285 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
30 	50.00 	55.00 	41.00 	74.00 	82.00 	25.00 	328 	398 	296 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
31 	52.00 	57.00 	43.00 	77.00 	85.00 	25.00 	344 	415 	307 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
32 	54.00 	60.00 	45.00 	80.00 	88.00 	26.00 	360 	431 	323 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
33 	56.00 	62.00 	46.00 	83.00 	92.00 	26.00 	368 	447 	334 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
34 	58.00 	65.00 	48.00 	86.00 	95.00 	27.00 	384 	463 	350 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
35 	61.00 	67.00 	50.00 	89.00 	98.00 	27.00 	400 	479 	361 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
36 	63.00 	70.00 	52.00 	92.00 	102.00 	28.00 	416 	495 	377 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
37 	65.00 	72.00 	53.00 	95.00 	105.00 	28.00 	424 	512 	388 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
38 	67.00 	75.00 	55.00 	98.00 	109.00 	29.00 	440 	528 	404 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
39 	70.00 	77.00 	57.00 	101.00 	112.00 	29.00 	456 	544 	415 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
40 	72.00 	80.00 	59.00 	104.00 	116.00 	30.00 	472 	560 	431 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
41 	75.00 	83.00 	61.00 	108.00 	120.00 	30.00 	488 	582 	447 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
42 	77.00 	85.00 	63.00 	111.00 	123.00 	31.00 	504 	598 	458 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
43 	79.00 	88.00 	65.00 	114.00 	127.00 	31.00 	520 	614 	474 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
44 	82.00 	91.00 	67.00 	118.00 	131.00 	32.00 	536 	635 	490 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
45 	84.00 	94.00 	69.00 	121.00 	135.00 	32.00 	552 	652 	506 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
46 	87.00 	96.00 	71.00 	124.00 	139.00 	33.00 	568 	668 	517 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
47 	90.00 	99.00 	73.00 	128.00 	143.00 	33.00 	584 	689 	533 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
48 	92.00 	102.00 	75.00 	131.00 	147.00 	34.00 	600 	705 	549 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
49 	95.00 	105.00 	77.00 	135.00 	151.00 	34.00 	616 	727 	565 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
