TID	Name	Type	Race	Gender	Class	LVL	STR	DEX	INT	CON	CHA	Wis	AC	MAX_HP	MAX_SP	MAX_MP	CUR_HP	CUR_SP	CUR_MP	Movement Walk	Movement Run	AR	DR	MAR	MDR	Min_Damage	Max_Damage	ATK Speed	Range	Fire Res.	Water Res.	Air Res.	Earth Res.	Magic Res.	Poison Res.	Ice Res.	Thunder Res.	Magic History	Murder Point	Exp	Fire Min_Damage	Fire Max_Damage	Water Min_Damage	Water Max_Damage	Earth Min_Damage	Earth Max_Damage	Air Min_Damage	Air Max_Damage	Magic Min_Damage	Magic Max_Damage	Poison Min_Damage	Poison Max_Damage	Ice Min_Damage	Ice Max_Damage	Thunder Min_Damage	Thunder Max_Damage	Physical_Resistance	Skill_Block	Sight	Badge1_Rank Point	Badge2_Rank Point	Badge3_Rank Point	Rank	Item Point	Guild	Guild Rank	Guild Score	Lost Exp	Weapon	Item1	Item2	Item3	Item4	Armor_Head	Armor_Body	Armor_Arm	Armor_Hand	Armor_Leg	Armor_Foot	Armor_Mantle	Money	Geld_Min	Geld_Max	Drop_TID	slow_percent	slow_time	fast_percent	fast_time	Product_Skin_ItemName	Product_Meat	Product_Meat_ItemName	Product_Garbage	Product_Garbage_ItmeName	attribute_type	name_color	DropRank	DropMeditation	Spirit Type	LandAttachType	Tamable	Run Correct	Attack Correct	SiegeWarCharType	RangeType
1337	Flying Steel	196612	11 		5 	53	265 	202 	176 	215 		132 	25 	24270 	994 	1071 				3700 	6200 	148 	84 			429 	450 	47 	190 	50 	50 	50 	50 	50 	50 	50 	50 			7717 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							308 	570 		0.64 	5.00 	0.64 	3.00 						0	BD806B	3	1.60 		0	0	1.32	1.5		0
1338	Catasram	196612	11 		5 	53	288 	202 	198 	232 		150 	51 	53040 	1048 	1131 				1100 	7000 	154 	88 			529 	556 	25 	800 	50 	50 	50 	50 	0 	50 	100 	50 			20781 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	283 	313 	0 	0 			2500 																							492 	912 		0.64 	5.00 	0.64 	3.00 						8	BD806B	4	2.24 		0	0	1.4	0.8		1
1339	Faren	196612	11 		5 	53	265 	199 	176 	215 		132 	25 	24270 	994 	1071 				3000 	6000 	148 	84 			429 	450 	47 	800 	50 	50 	50 	50 	50 	50 	50 	50 			7717 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							308 	570 		0.64 	5.00 	0.64 	3.00 						0	BD806B	3	1.60 		2	0	1.33	1.4		1
1389	Faren Servants	196612	11 		5 	53	265 	199 	176 	215 		132 	25 	24270 	994 	1071 				3000 	6000 	148 	84 			429 	450 	47 	800 	50 	50 	50 	50 	50 	50 	50 	50 			7717 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							308 	570 		0.64 	5.00 	0.64 	3.00 						0	BD806B	3	1.60 		2	0	1.33	1.4		1
1390	Rodam Defender	196612	11 		5 	53	265 	199 	176 	215 		132 	25 	24270 	994 	1071 				1800 	6700 	148 	84 			429 	450 	47 	140 	50 	50 	50 	50 	50 	50 	50 	50 			7717 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							308 	570 		0.64 	5.00 	0.64 	3.00 						0	BD806B	3	1.60 		0	0	1.29	0.6		0
1340	Daritown	196612	11 		5 	55	257 	197 	182 	210 		141 	25 	26520 	1048 	1131 				2200 	7000 	154 	88 			416 	437 	37 	250 	50 	50 	50 	50 	0 	50 	50 	100 			8659 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	446 	492 			2500 																							325 	605 		0.62 	5.00 	0.62 	3.00 						7	BD806B	3	2.24 		0	0	1.17	0.9		0
1341	Cuirinia	196612	11 		5 	56	311 	218 	214 	251 		162 	55 	60792 	1130 	1222 				3000 	6500 	164 	93 			571 	599 	25 	800 	0 	100 	50 	50 	50 	50 	50 	50 			24550 	0 	0 	306 	338 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							536 	992 		0.62 	5.00 	0.62 	3.00 						2	BD806B	4	1.60 	2	2	0	1.44	0.7		1
1342	Wind Hawk	196612	11 		5 	56	277 	225 	190 	225 		143 	28 	27510 	1075 	1161 				2000 	6500 	157 	89 			449 	471 	47 	80 	50 	50 	50 	50 	50 	50 	50 	50 			9160 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							335 	620 		0.62 	5.00 	0.62 	3.00 						0	BD806B	3	1.60 		0	0	1.3	1.3		0
1343	Big Hit Goul	196612	11 		5 	57	294 	229 	195 	239 		147 	29 	28926 	1102 	1191 				2000 	6600 	160 	91 			475 	499 	47 	170 	50 	50 	50 	50 	50 	50 	50 	50 			9683 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							345 	640 		0.61 	5.00 	0.61 	3.00 						0	BD806B	3	1.60 		1	0	1.43	1.1		0
1344	Zefiran	196612	11 		5 	57	294 	229 	195 	239 		147 	29 	28926 	1102 	1191 				2000 	6600 	160 	91 			475 	499 	47 	170 	50 	50 	50 	50 	50 	50 	50 	50 			9683 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							345 	640 		0.61 	5.00 	0.61 	3.00 						0	BD806B	3	1.60 		1	0	1.43	1.1		0
1345	Tartan	196612	11 		5 	57	294 	207 	195 	239 		147 	26 	28926 	1102 	1191 				2800 	7000 	160 	91 			475 	499 	37 	270 	50 	50 	50 	50 	50 	50 	50 	50 			9683 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							345 	640 		0.61 	5.00 	0.61 	3.00 						0	BD806B	3	1.60 		0	0	1.17	0.7		0
1346	Wild Buster	196612	11 		5 	58	297 	233 	200 	240 		151 	29 	30396 	1130 	1222 				2000 	6500 	164 	93 			479 	503 	47 	80 	50 	50 	50 	50 	50 	50 	50 	50 			10229 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							355 	660 		0.60 	5.00 	0.60 	3.00 						0	BD806B	3	1.60 		0	0	1.3	1.3		0
1347	Dark Wing	196612	11 		5 	60	311 	245 	210 	252 		159 	31 	32658 	1185 	1284 				2000 	6500 	170 	97 			503 	528 	47 	80 	50 	50 	50 	50 	50 	50 	50 	50 			10868 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							375 	695 		0.59 	5.00 	0.59 	3.00 						0	BD806B	3	1.60 		0	0	1.3	1.3		0
1348	Aralman Guard	196612	11 		5 	60	311 	245 	210 	252 		159 	31 	32658 	1185 	1284 				1100 	7500 	170 	97 			503 	528 	47 	150 	50 	50 	50 	50 	50 	50 	50 	50 			10868 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							375 	695 		0.59 	5.00 	0.59 	3.00 						0	BD806B	3	1.60 		0	0	1.25	0.9		0
1349	Aralman Soldier	196612	11 		5 	60	316 	235 	210 	257 		159 	29 	32658 	1185 	1284 				1300 	5300 	170 	97 			511 	537 	42 	170 	50 	50 	50 	50 	50 	50 	50 	50 			10868 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							375 	695 		0.59 	5.00 	0.59 	3.00 						0	BD806B	3	1.60 		0	0	1.39	1.3		0
1350	Aralman	196612	11 		5 	60	326 	256 	221 	264 		166 	32 	70860 	1242 	1347 				1100 	7500 	177 	102 			1499 	1574 	40 	150 	50 	50 	50 	50 	50 	50 	50 	50 			24123 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							600 	1112 		0.59 	5.00 	0.59 	3.00 						0	BD806B	4	1.60 		0	0	1.25	0.8		0
1352	Black Hart Rider	196612	11 		5 	81	483 	373 	340 	390 		259 	93 	12345 	1826 	1995 				2300 	6500 	249 	143 			195 	204 	47 	800 	80 	80 	80 	80 	50 	50 	50 	50 			17104 	0 	0 	0 	0 	0 	0 	0 	0 	208 	230 	0 	0 	0 	0 	0 	0 			2500 																							247 	459 		0.44 	5.00 	0.44 	3.00 						5	FFFF00	2	1.20 	1	0	0	1.3	1.1		1
1353	Master Hart Rider	196612	11 		5 	79	472 	359 	315 	382 		237 	45 	11391 	1761 	1923 				2300 	6500 	241 	138 			475 	498 	47 	800 	50 	50 	50 	50 	50 	50 	50 	50 			13143 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							237 	441 		0.45 	5.00 	0.45 	3.00 						0		2	1.00 		0	1	1.3	1.1		1
1354	Beginner Hart Rider	196612	11 		5 	77	454 	346 	303 	368 		228 	43 	10508 	1696 	1851 				2300 	6500 	233 	134 			457 	480 	47 	800 	50 	50 	50 	50 	50 	50 	50 	50 			12096 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							227 	421 		0.47 	5.00 	0.47 	3.00 						0		2	1.00 		0	1	1.3	1.1		1
1356	Loran	196612	11 		5 	50	244 	186 	161 	198 		122 	23 	3548 	916 	984 				1300 	7100 	138 	78 			247 	259 	47 	300 	50 	50 	50 	50 	50 	50 	50 	50 			3225 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							112 	208 		0.66 	5.00 	0.66 	3.00 						0		2	1.00 		0	1	1.27	0.8		0
1357	Ogre Boss	196612	11 		5 	85	546 	408 	378 	440 		288 	102 	924240 	2026 	2217 				1900 	4500 	270 	158 			799 	839 	40 	600 	50 	50 	50 	50 	50 	50 	50 	50 			258789 	428 	473 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							1076 	1996 		0.41 	5.00 	0.41 	3.00 						1	BDA66B	4	1.40 	3	0	0	1.5	1		0
1358	Ogre Sluggy	196612	11 		5 	82	498 	380 	333 	403 		250 	47 	12824 	1858 	2031 				1900 	4500 	252 	145 			501 	526 	47 	400 	50 	50 	50 	50 	50 	50 	50 	50 			14832 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							253 	469 		0.43 	5.00 	0.43 	3.00 						0		2	1.00 		0	1	1.5	1.2		0
1359	Ogre Grunt	196612	11 		5 	84	516 	393 	345 	417 		260 	49 	13724 	1925 	2105 				1900 	4500 	259 	150 			519 	545 	47 	400 	50 	50 	50 	50 	50 	50 	50 	50 			16038 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							263 	489 		0.42 	5.00 	0.42 	3.00 						0		2	1.00 		0	1	1.5	1.2		0
1360	Ruin Warrior	196612	11 		5 	85	519 	400 	365 	418 		278 	100 	14261 	1958 	2142 				1900 	8400 	263 	153 			209 	219 	47 	300 	50 	50 	50 	50 	50 	50 	50 	50 			19998 	0 	0 	0 	0 	0 	0 	223 	247 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							269 	499 		0.41 	5.00 	0.41 	3.00 						3	FFFF00	2	1.20 	5	0	0	1.22	0.8		0
1363	Mirage	196612	11 		5 	82	518 	387 	359 	418 		274 	97 	1893912 	1925 	2105 				3000 	7500 	259 	150 			1139 	1196 	40 	600 	50 	50 	50 	50 	50 	50 	50 	50 			923770 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	610 	674 	0 	0 			2500 																							1012 	1876 		0.43 	5.00 	0.43 	3.00 						8	BDA66B	5	10.00 		0	0	1.25	1.1		0
1270	Ruin Knight	196612	11 		5 	80	480 	366 	321 	389 		241 	46 	11965 	1793 	1959 				1900 	8400 	245 	140 			483 	508 	47 	300 	50 	50 	50 	50 	50 	50 	50 	50 			13690 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							242 	450 		0.45 	5.00 	0.45 	3.00 						0		2	1.00 		0	1	1.22	1		0
1271	Ruin Master	196612	11 		5 	83	507 	386 	339 	410 		255 	48 	13208 	1891 	2068 				1900 	8400 	256 	148 			510 	535 	47 	300 	50 	50 	50 	50 	50 	50 	50 	50 			15426 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							258 	480 		0.43 	5.00 	0.43 	3.00 						0		2	1.00 		0	1	1.22	1		0
1291	Rappontiff Pounder	196612	11 		5 	76	446 	340 	298 	361 		224 	42 	10189 	1665 	1816 				1700 	6500 	229 	132 			449 	471 	47 	350 	50 	50 	50 	50 	50 	50 	50 	50 			11595 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							222 	412 		0.48 	5.00 	0.48 	3.00 						0		2	1.00 		1	1	1.3	1.1		0
1292	Rappontiff Lancer	196612	11 		5 	78	463 	353 	309 	375 		233 	44 	11145 	1728 	1887 				1700 	6500 	237 	136 			466 	489 	47 	350 	50 	50 	50 	50 	50 	50 	50 	50 			12612 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							232 	430 		0.46 	5.00 	0.46 	3.00 						0		2	1.00 		1	1	1.3	1.1		0
1293	Rappontiff Motar	196612	11 		5 	79	466 	359 	328 	376 		250 	90 	11391 	1761 	1923 				1700 	6500 	241 	138 			188 	197 	47 	350 	50 	50 	50 	50 	50 	50 	50 	50 			15772 	0 	0 	0 	0 	201 	223 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							237 	441 		0.45 	5.00 	0.45 	3.00 						4	FFFF00	2	1.20 	4	1	0	1.3	1.1		0
1294	Zubus Crusher	196612	11 		5 	85	519 	400 	365 	418 		278 	100 	14261 	1958 	2142 				1000 	6000 	263 	153 			209 	219 	47 	300 	50 	50 	50 	50 	50 	50 	50 	50 			19998 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	223 	247 			2500 																							269 	499 		0.41 	5.00 	0.41 	3.00 						7	FFFF00	2	1.68 		1	0	1.33	0.8		0
1296	Zebus Hunter	196612	11 		5 	84	516 	393 	345 	417 		260 	49 	13724 	1925 	2105 				1000 	6000 	259 	150 			519 	545 	47 	300 	50 	50 	50 	50 	50 	50 	50 	50 			16038 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							263 	489 		0.42 	5.00 	0.42 	3.00 						0		2	1.00 		1	1	1.33	0.8		0
1297	Zebus Scout	196612	11 		5 	82	492 	380 	347 	397 		264 	95 	12824 	1858 	2031 				1000 	6000 	252 	145 			198 	208 	47 	800 	50 	50 	50 	50 	50 	50 	50 	50 			17798 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	212 	234 			2500 																							253 	469 		0.43 	5.00 	0.43 	3.00 						7	FFFF00	2	1.68 		1	0	1.33	0.8		1
1304	Blant Queen	196612	11 		5 	64	365 	272 	252 	295 		192 	68 	418740 	1358 	1476 				1700 	6500 	191 	111 			535 	562 	40 	280 	50 	50 	50 	50 	50 	50 	50 	50 			106013 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	287 	317 	0 	0 	0 	0 			2500 																							668 	1236 		0.56 	5.00 	0.56 	3.00 						6	BDA66B	4	1.96 		0	0	1.3	0.7		0
1306	Soul Bound	196612	11 		5 	82	498 	380 	333 	403 		250 	47 	12824 	1858 	2031 				1500 	7500 	252 	145 			501 	526 	47 	200 	50 	50 	50 	50 	50 	50 	50 	50 			14832 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							253 	469 		0.43 	5.00 	0.43 	3.00 						0		2	1.00 		0	1	1.25	0.7		0
1307	Blood Bound	196612	11 		5 	78	463 	353 	309 	375 		233 	44 	11145 	1728 	1887 				1500 	7500 	237 	136 			466 	489 	47 	200 	50 	50 	50 	50 	50 	50 	50 	50 			12612 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							232 	430 		0.46 	5.00 	0.46 	3.00 						0		2	1.00 		0	1	1.25	0.7		0
1308	Player Bound	196612	11 		5 	83	501 	386 	353 	404 		269 	97 	13208 	1891 	2068 				1500 	7500 	256 	148 			202 	212 	47 	250 	50 	50 	50 	50 	50 	50 	50 	50 			18511 	217 	239 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							258 	480 		0.43 	5.00 	0.43 	3.00 						1	FFFF00	2	1.20 	3	0	0	1.25	0.9		0
1309	Walker Blant	196612	11 		5 	64	347 	265 	231 	281 		174 	33 	6461 	1300 	1411 				1600 	5700 	184 	106 			350 	368 	47 	300 	50 	50 	50 	50 	50 	50 	50 	50 			6672 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							167 	309 		0.56 	5.00 	0.56 	3.00 						0		2	1.00 		0	1	1.36	0.9		0
1310	Blant Dron	196612	11 		5 	66	363 	277 	242 	294 		182 	35 	6979 	1358 	1476 				1600 	5700 	191 	111 			366 	384 	47 	300 	50 	50 	50 	50 	50 	50 	50 	50 			7362 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							175 	325 		0.55 	5.00 	0.55 	3.00 						0		2	1.00 		0	1	1.36	0.9		0
1313	Creptil Lightning	196612	11 		5 	80	475 	366 	334 	383 		255 	92 	11965 	1793 	1959 				1900 	8900 	245 	140 			191 	201 	47 	800 	50 	50 	50 	50 	50 	50 	50 	50 			16428 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	205 	227 			2500 																							242 	450 		0.45 	5.00 	0.45 	3.00 						7	FFFF00	2	1.68 		1	0	1.2	1.1		1
1314	Creptil Peace	196612	11 		5 	76	446 	340 	298 	361 		224 	42 	10189 	1665 	1816 				1900 	8900 	229 	132 			449 	471 	47 	600 	50 	50 	50 	50 	50 	50 	50 	50 			11595 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							222 	412 		0.48 	5.00 	0.48 	3.00 						0		2	1.00 		1	1	1.2	0.9		0
1315	Creptil Armor	196612	11 		5 	77	454 	346 	303 	368 		228 	43 	10508 	1696 	1851 				1900 	8900 	233 	134 			457 	480 	47 	600 	50 	50 	50 	50 	50 	50 	50 	50 			12096 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							227 	421 		0.47 	5.00 	0.47 	3.00 						0		2	1.00 		1	1	1.2	1		0
1316	Nekros net	196612	11 		5 	83	501 	386 	353 	404 		269 	97 	13208 	1891 	2068 				3000 	7000 	256 	148 			202 	212 	47 	350 	50 	50 	50 	50 	50 	50 	50 	50 			18511 	0 	0 	0 	0 	217 	239 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							258 	480 		0.43 	5.00 	0.43 	3.00 						4	FFFF00	2	1.20 	4	2	0	1.27	2		0
1319	Nekros Rage	196612	11 		5 	85	525 	400 	351 	424 		264 	50 	14261 	1958 	2142 				3000 	7000 	263 	153 			528 	554 	47 	350 	50 	50 	50 	50 	50 	50 	50 	50 			16665 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							269 	499 		0.41 	5.00 	0.41 	3.00 						0		2	1.00 		2	1	1.27	2		0
1320	Nekros Seed	196612	11 		5 	81	489 	373 	327 	396 		246 	47 	12345 	1826 	1995 				3000 	7000 	249 	143 			492 	517 	47 	350 	50 	50 	50 	50 	50 	50 	50 	50 			14253 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							247 	459 		0.44 	5.00 	0.44 	3.00 						0		2	1.00 		2	1	1.27	2		0
1385	Watcher	196612	11 		5 	77	449 	346 	316 	362 		241 	87 	145010 	1696 	1851 				2500 	5500 	233 	134 			434 	456 	47 	800 	50 	50 	50 	50 	50 	50 	50 	50 			116120 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	466 	515 	0 	0 			2500 																							568 	1053 		0.47 	5.00 	0.47 	3.00 						8	FFFF00	5	1.68 		0	0	1.38	1.1		1
1387	Arctic Wretch	196612	11 		5 	76	441 	340 	310 	355 		236 	85 	140608 	1665 	1816 				2500 	7100 	229 	132 			426 	447 	47 	300 	50 	50 	50 	50 	50 	50 	50 	50 			111316 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	456 	504 	0 	0 			2500 																							555 	1030 		0.48 	5.00 	0.48 	3.00 						8	FFFF00	5	1.68 		1	0	1.27	0.7		0
1388	Silfiend	196612	11 		5 	80	475 	366 	334 	383 		255 	92 	165117 	1793 	1959 				4000 	7700 	245 	140 			459 	482 	47 	600 	50 	50 	50 	50 	50 	50 	50 	50 			131425 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	492 	544 	0 	0 			2500 																							605 	1125 		0.45 	5.00 	0.45 	3.00 						8	FFFF00	5	1.68 		2	0	1.24	0.9		0
1394	Sabre Rider	196612	11 		5 	79	466 	359 	328 	376 		250 	90 	157196 	1761 	1923 				1500 	9500 	241 	138 			450 	473 	47 	450 	50 	50 	50 	50 	50 	50 	50 	50 			126174 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	483 	533 	0 	0 			2500 																							593 	1103 		0.45 	5.00 	0.45 	3.00 						8	FFFF00	5	1.68 		1	0	1.19	0.9		0
217	Lyrin Recruit	196612	11 		5 	70	384 	306 	274 	310 		209 	76 	112194 	1478 	1609 				1100 	7500 	205 	120 			372 	391 	47 	150 	50 	50 	50 	50 	0 	100 	50 	50 			85372 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	399 	441 	0 	0 	0 	0 			2500 																							483 	898 		0.52 	5.00 	0.52 	3.00 						6	FFFF00	5	1.68 		0	0	1.25	0.9		0
218	Lyrin Slayer	196612	11 		5 	70	389 	306 	264 	315 		198 	38 	112194 	1478 	1609 				1100 	7500 	205 	120 			941 	988 	47 	150 	50 	50 	50 	50 	50 	50 	50 	50 			71144 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							483 	898 		0.52 	5.00 	0.52 	3.00 						0		5	1.00 		0	0	1.25	0.9		0
214	Lyrin Footman	196612	11 		5 	71	397 	312 	269 	321 		203 	39 	117148 	1509 	1643 				1100 	7500 	209 	122 			960 	1008 	47 	800 	50 	50 	50 	50 	50 	50 	50 	50 			74469 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							495 	920 		0.51 	5.00 	0.51 	3.00 						0		5	1.00 		0	0	1.25	0.9		1
216	Lyrin Soldier	196612	11 		5 	71	397 	312 	269 	321 		203 	39 	117148 	1509 	1643 				1100 	7500 	209 	122 			960 	1008 	47 	800 	50 	50 	50 	50 	50 	50 	50 	50 			74469 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							495 	920 		0.51 	5.00 	0.51 	3.00 						0		5	1.00 		0	0	1.25	0.9		1
215	Lyrin Sentinel	196612	11 		5 	72	405 	319 	275 	328 		207 	40 	122006 	1540 	1677 				1100 	7500 	213 	124 			980 	1029 	47 	800 	50 	50 	50 	50 	50 	50 	50 	50 			77904 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							505 	940 		0.50 	5.00 	0.50 	3.00 						0		5	1.00 		0	0	1.25	0.9		1
350	Lyrin Shocktrooper	196612	11 		5 	72	428 	303 	306 	344 		232 	76 	261952 	1602 	1746 				1100 	7000 	221 	128 			1177 	1236 	25 	800 	50 	50 	50 	50 	0 	100 	50 	50 			204252 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	631 	697 	0 	0 	0 	0 			2500 																							808 	1504 		0.50 	5.00 	0.50 	3.00 						6	BDA66B	5	1.96 		0	0	1.17	0.5		1
221	Lyrin Commander	196612	11 		5 	73	404 	299 	284 	327 		218 	75 	125773 	1571 	1712 				3000 	7000 	217 	126 			391 	411 	42 	200 	50 	50 	0 	100 	50 	50 	50 	50 			97739 	0 	0 	0 	0 	419 	463 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							518 	963 		0.50 	5.00 	0.50 	3.00 						4	FFFF00	5	1.20 	4	0	0	1.17	0.8		0
220	Effel Warrior	196612	11 		5 	73	402 	304 	272 	327 		206 	38 	125773 	1571 	1712 				3000 	7000 	217 	126 			973 	1022 	42 	200 	50 	50 	50 	50 	50 	50 	50 	50 			81449 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							518 	963 		0.50 	5.00 	0.50 	3.00 						0		5	1.00 		0	0	1.17	0.8		0
219	Effel Shocktrooper	196612	11 		5 	74	405 	297 	273 	325 		205 	37 	130976 	1602 	1746 				3000 	6500 	221 	128 			979 	1028 	42 	200 	50 	50 	50 	50 	50 	50 	50 	50 			85105 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							530 	985 		0.49 	5.00 	0.49 	3.00 						0		5	1.00 		0	0	1.08	0.8		0
223	Effel Combatant	196612	11 		5 	74	422 	340 	286 	341 		215 	42 	130976 	1602 	1746 				1800 	8000 	221 	128 			1019 	1070 	47 	250 	50 	50 	50 	50 	50 	50 	50 	50 			85105 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							530 	985 		0.49 	5.00 	0.49 	3.00 						0		5	1.00 		0	0	1.33	1.1		0
222	Effel Guardian	196612	11 		5 	75	450 	294 	295 	360 		220 	37 	135033 	1633 	1781 				1800 	6500 	225 	130 			1087 	1142 	37 	250 	50 	50 	50 	50 	50 	50 	50 	50 			88879 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							543 	1008 		0.48 	5.00 	0.48 	3.00 						0		5	1.00 		0	0	1.08	0.9		0
232	Sharkan Cub	196612	11 		5 	75	413 	303 	278 	331 		209 	38 	135033 	1633 	1781 				1300 	7100 	225 	130 			998 	1048 	42 	150 	50 	50 	50 	50 	50 	50 	50 	50 			88879 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							543 	1008 		0.48 	5.00 	0.48 	3.00 						0		5	1.00 		1	0	1.08	0.8		0
233	Sharkan Prowler	196612	11 		5 	76	427 	314 	289 	346 		219 	39 	140608 	1665 	1816 				1000 	4600 	229 	132 			1031 	1083 	42 	140 	50 	50 	50 	50 	50 	50 	50 	50 			92764 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							555 	1030 		0.48 	5.00 	0.48 	3.00 						0		5	1.00 		1	0	1.12	0.8		0
